Unnamed: 0,Name,Location,Year,Odometer,Owner_Type,Mileage,Engine,Horsepower,Seats,Original_Price,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Car_Age,Km_per_Year
3994,Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,32545,First,12.07,2967.0,241.4,7.0,,48.76,False,False,False,9,3616.1111111111113
1924,BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2017,27313,First,14.69,2993.0,258.0,5.0,,48.63,False,False,False,8,3414.125
603,Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2018,10003,First,17.9,2143.0,170.0,5.0,59.77,48.5,False,False,False,7,1429.0
5863,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Mumbai,2015,48600,First,12.0,2987.0,224.0,7.0,,48.5,False,False,False,10,4860.0
5512,Porsche Cayenne 2009-2014 Diesel,Kochi,2015,47877,First,15.15,2967.0,240.0,5.0,,48.22,False,False,False,10,4787.7
1562,Audi Q7 35 TDI Quattro Technology,Bangalore,2015,21000,First,12.07,2967.0,241.4,7.0,,48.0,False,False,False,10,2100.0
5946,BMW 5 Series 2013-2017 530d M Sport,Bangalore,2016,16000,First,14.69,2993.0,258.0,5.0,,48.0,False,False,False,9,1777.7777777777778
3266,Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,First,10.0,2996.0,333.0,4.0,87.57,48.0,False,True,False,10,750.1
4988,BMW 5 Series 530d M Sport,Hyderabad,2016,27000,First,18.59,2993.0,265.0,5.0,78.31,48.0,False,False,False,9,3000.0
4388,Audi Q7 4.2 TDI Quattro Technology,Bangalore,2015,50000,First,11.33,4134.0,335.2,7.0,,48.0,False,False,False,10,5000.0
1741,BMW X6 xDrive 40d,Hyderabad,2013,58000,First,11.2,2993.0,306.0,4.0,,48.0,False,False,False,12,4833.333333333333
3014,BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2016,19254,First,14.69,2993.0,258.0,5.0,,47.7,False,False,False,9,2139.3333333333335
4502,Audi Q7 3.0 TDI Quattro Premium Plus,Hyderabad,2015,50000,First,12.07,2967.0,241.4,7.0,,47.5,False,False,False,10,5000.0
4821,BMW 6 Series 630i Coupe,Mumbai,2011,5900,First,7.94,4395.0,450.0,4.0,,47.5,False,True,False,14,421.42857142857144
4704,Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2015,20000,First,0.0,2987.0,165.0,5.0,,47.35,False,False,False,10,2000.0
4914,Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,24000,First,17.9,2143.0,170.0,5.0,59.77,46.95,False,False,False,8,3000.0
2209,BMW 5 Series 2013-2017 520d M Sport,Pune,2018,7000,First,18.12,1995.0,190.0,5.0,,46.0,False,False,False,7,1000.0
1386,BMW 5 Series 520d Sport Line,Kochi,2019,18373,First,22.48,1995.0,187.74,5.0,,45.86,False,False,False,6,3062.1666666666665
4377,Porsche Cayenne Diesel,Coimbatore,2015,60395,First,16.12,2967.0,245.0,5.0,,45.82,False,False,False,10,6039.5
271,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,First,16.55,2993.0,258.0,5.0,,45.77,False,False,False,8,6497.75
3453,BMW 5 Series 2003-2012 530d,Coimbatore,2016,18090,First,16.2,2993.0,258.0,5.0,,45.73,False,False,False,9,2010.0
521,Land Rover Range Rover HSE Dynamic,Coimbatore,2017,49275,First,12.7,2179.0,187.7,5.0,,45.64,False,False,False,8,6159.375
1246,Audi Q5 3.0 TDI Quattro,Coimbatore,2018,32496,First,13.22,2967.0,241.4,5.0,,45.62,False,False,False,7,4642.285714285715
2382,Mercedes-Benz M-Class ML 250 CDI,Coimbatore,2016,23218,First,15.26,2143.0,203.2,5.0,,45.61,False,False,False,9,2579.777777777778
5927,Audi Q5 3.0 TDI Quattro Technology,Coimbatore,2018,29091,First,13.22,2967.0,241.4,5.0,,45.52,False,False,False,7,4155.857142857143
6008,Porsche Panamera Diesel,Hyderabad,2013,40000,Second,17.85,2967.0,300.0,4.0,,45.0,False,False,False,12,3333.3333333333335
168,BMW X5 xDrive 30d,Mumbai,2015,41000,First,15.3,2993.0,258.0,5.0,,45.0,False,False,False,10,4100.0
4441,Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2014,60000,First,12.07,2967.0,241.4,7.0,,45.0,False,False,False,11,5454.545454545455
5702,BMW 7 Series 730Ld,Chennai,2013,38000,First,16.46,2993.0,258.0,5.0,,45.0,False,False,False,12,3166.6666666666665
2089,BMW 6 Series 640d Coupe,Mumbai,2013,30000,First,9.52,2993.0,313.0,4.0,,45.0,False,False,False,12,2500.0
4889,Mercedes-Benz M-Class ML 250 CDI,Hyderabad,2014,50000,First,15.26,2143.0,203.2,5.0,,45.0,False,False,False,11,4545.454545454545
5775,BMW 6 Series Gran Coupe,Mumbai,2013,30000,First,17.54,2993.0,313.0,4.0,,45.0,False,False,False,12,2500.0
216,Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,First,11.8,2967.0,246.7,5.0,,45.0,False,False,False,13,4307.692307692308
3523,Jaguar XJ 3.0L Premium Luxury,Hyderabad,2012,50000,First,12.9,2993.0,271.23,4.0,,45.0,False,False,False,13,3846.153846153846
2446,Mercedes-Benz GLC 220d 4MATIC Sport,Mumbai,2017,25000,First,17.9,2143.0,170.0,5.0,64.14,45.0,False,False,False,8,3125.0
4708,BMW X3 xDrive30d M Sport,Bangalore,2016,49000,First,16.55,2993.0,258.0,5.0,,45.0,False,False,False,9,5444.444444444444
2924,Land Rover Range Rover HSE Dynamic,Kochi,2018,41661,First,12.7,2179.0,187.7,5.0,,44.83,False,False,False,7,5951.571428571428
5477,Land Rover Range Rover HSE Dynamic,Kochi,2018,52827,First,12.7,2179.0,187.7,5.0,,44.76,False,False,False,7,7546.714285714285
608,BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2016,20967,First,14.69,2993.0,258.0,5.0,,44.56,False,False,False,9,2329.6666666666665
3540,Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,2016,62000,First,12.51,2179.0,187.7,7.0,,44.5,False,False,False,9,6888.888888888889
1138,BMW 5 Series 2013-2017 530d M Sport,Bangalore,2015,16900,First,14.69,2993.0,258.0,5.0,,44.0,False,False,False,10,1690.0
2515,BMW 6 Series Gran Coupe,Delhi,2013,21000,Second,17.54,2993.0,313.0,4.0,,44.0,False,False,False,12,1750.0
593,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2014,19000,First,15.97,2993.0,258.0,7.0,,44.0,False,False,False,11,1727.2727272727273
598,Jaguar XF 2.2 Litre Executive,Delhi,2016,10000,First,16.36,2179.0,187.7,5.0,,44.0,False,False,False,9,1111.111111111111
311,Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,First,12.7,2179.0,187.7,5.0,,44.0,False,False,False,8,5500.0
1537,Audi Q5 2008-2012 3.0 TDI,Chennai,2014,25000,First,12.19,2967.0,236.0,5.0,,44.0,False,False,False,11,2272.7272727272725
1397,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Kochi,2016,35659,First,15.97,2993.0,258.0,7.0,,43.78,False,False,False,9,3962.1111111111113
913,Audi Q5 30 TDI quattro Premium,Coimbatore,2017,40318,First,14.16,1968.0,174.3,5.0,,43.74,False,False,False,8,5039.75
2056,BMW 7 Series 730Ld Eminence,Kochi,2015,29966,Second,16.77,2993.0,261.49,5.0,1.4,43.6,False,False,False,10,2996.6
719,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,46983,Second,12.07,2967.0,241.4,7.0,,43.35,False,False,False,10,4698.3
5900,Mercedes-Benz GLC 220,Coimbatore,2017,50794,First,17.9,2143.0,170.0,5.0,,43.3,False,False,False,8,6349.25
4858,Audi A4 35 TDI Technology,Hyderabad,2017,14000,First,18.25,1968.0,187.74,5.0,55.61,43.0,False,False,False,8,1750.0
1308,Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2014,33000,Second,0.0,2987.0,165.0,5.0,,43.0,False,False,False,11,3000.0
3390,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,First,15.97,2993.0,258.0,7.0,,43.0,False,False,False,10,2950.0
2978,Porsche Panamera 2010 2013 4S,Coimbatore,2010,42400,Third,8.0,4806.0,394.3,4.0,,42.91,False,True,False,15,2826.6666666666665
5761,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,55662,First,12.07,2967.0,241.4,7.0,,42.83,False,False,False,10,5566.2
5618,BMW 5 Series 520d Sport Line,Delhi,2017,16485,First,22.48,1995.0,187.74,5.0,,42.75,False,False,False,8,2060.625
172,Mercedes-Benz GLC 220,Bangalore,2016,44414,First,17.9,2143.0,170.0,5.0,,42.5,False,False,False,9,4934.888888888889
2276,BMW X6 xDrive30d,Jaipur,2013,45306,Second,11.2,2993.0,241.0,4.0,,42.5,False,False,False,12,3775.5
4755,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,First,15.68,1999.0,177.0,5.0,74.49,42.0,False,False,False,9,5777.777777777777
1379,Mercedes-Benz E-Class 2015-2017 E350 Edition E,Jaipur,2015,41493,First,13.0,2987.0,265.0,5.0,,42.0,False,False,False,10,4149.3
4993,BMW X3 xDrive20d,Bangalore,2016,45165,First,16.09,1995.0,184.0,5.0,,41.75,False,False,False,9,5018.333333333333
2178,Land Rover Discovery HSE Luxury 3.0 TD6,Mumbai,2017,35000,First,18.0,2993.0,255.0,7.0,1.27,41.6,False,False,False,8,4375.0
1568,Land Rover Discovery Sport TD4 HSE 7S,Mumbai,2017,40000,First,12.81,1999.0,148.31,7.0,66.39,41.5,False,False,False,8,5000.0
3836,Audi A6 35 TFSI Matrix,Delhi,2018,22000,First,15.26,1798.0,187.74,5.0,56.97,41.5,False,True,False,7,3142.8571428571427
842,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2014,47000,First,15.97,2993.0,258.0,7.0,,41.5,False,False,False,11,4272.727272727273
2002,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2014,79000,First,12.0,2987.0,224.0,7.0,,41.0,False,False,False,11,7181.818181818182
1460,Land Rover Range Rover Sport 2005 2012 Sport,Coimbatore,2008,69078,First,0.0,1497.0,98.6,5.0,,40.88,False,True,True,17,4063.4117647058824
4223,BMW X6 xDrive30d,Coimbatore,2014,39626,First,11.2,2993.0,241.0,4.0,,40.66,False,False,False,11,3602.3636363636365
1863,BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,2017,19543,First,18.12,1995.0,190.0,5.0,,40.5,False,False,False,8,2442.875
4061,Audi RS5 Coupe,Mumbai,2013,23312,First,11.05,2894.0,444.0,4.0,1.28,40.5,False,True,False,12,1942.6666666666667
5094,Mercedes-Benz GLC 220d Celebration Edition,Kochi,2017,26192,First,17.9,2143.0,168.0,5.0,,40.47,False,False,False,8,3274.0
1242,Jaguar XE 2.0L Diesel Prestige,Delhi,2018,1000,First,13.6,1999.0,177.0,5.0,52.77,40.0,False,False,False,7,142.85714285714286
1755,Porsche Cayenne Diesel,Mumbai,2013,70000,First,15.15,2967.0,240.0,5.0,,40.0,False,False,False,12,5833.333333333333
2306,Land Rover Range Rover Sport 2005 2012 HSE,Hyderabad,2010,45000,First,14.7,2993.0,241.4,6.0,,40.0,False,False,False,15,3000.0
3572,Audi A6 35 TDI Matrix,Coimbatore,2017,36824,First,18.53,1968.0,187.74,5.0,69.37,39.84,False,False,False,8,4603.0
3017,Mini Cooper S Carbon Edition,Kolkata,2018,2971,First,13.6,1598.0,181.0,4.0,,39.75,False,True,False,7,424.42857142857144
3218,Land Rover Range Rover 2.2L Dynamic,Pune,2015,52000,First,12.7,2179.0,187.7,5.0,,39.75,False,False,False,10,5200.0
2757,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,20604,First,19.27,2143.0,167.62,5.0,,39.62,False,False,False,7,2943.4285714285716
92,Audi A6 2011-2015 35 TDI Premium,Coimbatore,2018,48367,First,17.68,1968.0,174.33,5.0,,39.58,False,False,False,7,6909.571428571428
2948,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,10714,First,19.27,2143.0,167.62,5.0,,39.51,False,False,False,7,1530.5714285714287
1464,Audi Q5 2.0 TDI Premium Plus,Hyderabad,2016,43000,First,14.16,1968.0,174.3,5.0,,39.5,False,False,False,9,4777.777777777777
962,Mercedes-Benz C-Class Progressive C 220d,Mumbai,2018,8682,First,0.0,1950.0,194.0,5.0,52.26,39.5,False,False,False,7,1240.2857142857142
1925,Audi Q5 30 TDI quattro Premium Plus,Coimbatore,2015,42747,Second,14.16,1968.0,174.3,5.0,,39.47,False,False,False,10,4274.7
772,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,36797,First,19.27,2143.0,167.62,5.0,,39.47,False,False,False,7,5256.714285714285
